Year,Site,Treatment,Block,Plot,Species,Rel.cover,Accepted.Latin.Name.or.category,functional_group,Total.cover,Abs.cover
2011,06MAT,CT,3,3,bare,5.1,Bare soil,ground,NA,NA
2011,06MAT,CT,3,4,bare,12.5,Bare soil,ground,NA,NA
2011,06MAT,CT,3,5,bare,18,Bare soil,ground,NA,NA
2011,06MAT,CT,3,6,bare,1.8,Bare soil,ground,NA,NA
2011,06MAT,CT,3,7,bare,3.1,Bare soil,ground,NA,NA
2011,06MAT,F5,3,2,bare,4.5,Bare soil,ground,NA,NA
2011,06MAT,F5,3,3,bare,2.5,Bare soil,ground,NA,NA
2011,06MAT,F5,3,5,bare,3.2,Bare soil,ground,NA,NA
2011,06MAT,F10,3,4,bare,2.3,Bare soil,ground,NA,NA
2012,06MAT,CT,1,1,bare,0.9,Bare soil,ground,NA,NA
2012,06MAT,CT,1,4,bare,0.7,Bare soil,ground,NA,NA
2012,06MAT,F2,1,1,bare,0.8,Bare soil,ground,NA,NA
2012,06MAT,F2,1,5,bare,3.9,Bare soil,ground,NA,NA
2012,06MAT,F5,1,1,bare,0.9,Bare soil,ground,NA,NA
2012,06MAT,F5,1,4,bare,0.8,Bare soil,ground,NA,NA
2012,06MAT,F5,1,5,bare,0.9,Bare soil,ground,NA,NA
2012,06MAT,F5,1,6,bare,0.8,Bare soil,ground,NA,NA
2012,06MAT,F5,1,7,bare,1.7,Bare soil,ground,NA,NA
2012,06MAT,F5,1,8,bare,3.9,Bare soil,ground,NA,NA
2012,06MAT,F10,1,1,bare,1.9,Bare soil,ground,NA,NA
2012,06MAT,F10,1,2,bare,3.1,Bare soil,ground,NA,NA
2012,06MAT,F10,1,3,bare,1.9,Bare soil,ground,NA,NA
2012,06MAT,F10,1,5,bare,2.9,Bare soil,ground,NA,NA
2012,06MAT,F10,1,8,bare,3.2,Bare soil,ground,NA,NA
2012,06MAT,CT,2,2,bare,4.1,Bare soil,ground,NA,NA
2012,06MAT,CT,2,3,bare,2.9,Bare soil,ground,NA,NA
2012,06MAT,CT,2,4,bare,5.8,Bare soil,ground,NA,NA
2012,06MAT,CT,2,7,bare,1.4,Bare soil,ground,NA,NA
2012,06MAT,F2,2,3,bare,1.3,Bare soil,ground,NA,NA
2012,06MAT,F5,2,1,bare,1.5,Bare soil,ground,NA,NA
2012,06MAT,F5,2,5,bare,0.7,Bare soil,ground,NA,NA
2012,06MAT,F10,2,1,bare,1.1,Bare soil,ground,NA,NA
2012,06MAT,F10,2,2,bare,4,Bare soil,ground,NA,NA
2012,06MAT,F10,2,3,bare,3.7,Bare soil,ground,NA,NA
2012,06MAT,F10,2,4,bare,4.3,Bare soil,ground,NA,NA
2012,06MAT,F10,2,5,bare,0.7,Bare soil,ground,NA,NA
2012,06MAT,F10,2,6,bare,0.8,Bare soil,ground,NA,NA
2012,06MAT,F10,2,7,bare,3,Bare soil,ground,NA,NA
2012,06MAT,CT,3,1,bare,2.2,Bare soil,ground,NA,NA
2012,06MAT,CT,3,2,bare,1.3,Bare soil,ground,NA,NA
2012,06MAT,CT,3,3,bare,4.2,Bare soil,ground,NA,NA
2012,06MAT,CT,3,5,bare,1.8,Bare soil,ground,NA,NA
2012,06MAT,CT,3,7,bare,1.7,Bare soil,ground,NA,NA
2012,06MAT,F5,3,1,bare,0.8,Bare soil,ground,NA,NA
2012,06MAT,F10,3,1,bare,2,Bare soil,ground,NA,NA
2012,06MAT,F10,3,2,bare,3.1,Bare soil,ground,NA,NA
2012,06MAT,F10,3,5,bare,4.2,Bare soil,ground,NA,NA
2012,06MAT,F10,3,6,bare,0.9,Bare soil,ground,NA,NA
2012,06MAT,F10,3,7,bare,0.9,Bare soil,ground,NA,NA
2012,06MAT,F10,3,8,bare,4.1,Bare soil,ground,NA,NA
2013,06MAT,F2,1,1,bare,1.2,Bare soil,ground,NA,NA
2013,06MAT,F2,1,3,bare,2.7,Bare soil,ground,NA,NA
2013,06MAT,F2,1,4,bare,1.3,Bare soil,ground,NA,NA
2013,06MAT,F2,1,5,bare,1.4,Bare soil,ground,NA,NA
2013,06MAT,F5,1,6,bare,1.1,Bare soil,ground,NA,NA
2013,06MAT,F5,1,7,bare,2.7,Bare soil,ground,NA,NA
2013,06MAT,F10,1,1,bare,1.5,Bare soil,ground,NA,NA
2013,06MAT,F10,1,4,bare,1.4,Bare soil,ground,NA,NA
2013,06MAT,F10,1,7,bare,1.2,Bare soil,ground,NA,NA
2013,06MAT,CT,2,3,bare,5.1,Bare soil,ground,NA,NA
2013,06MAT,CT,2,4,bare,2.3,Bare soil,ground,NA,NA
2013,06MAT,F2,2,3,bare,7.3,Bare soil,ground,NA,NA
2013,06MAT,CT,3,1,bare,4,Bare soil,ground,NA,NA
2013,06MAT,CT,3,4,bare,2,Bare soil,ground,NA,NA
2013,06MAT,F10,3,6,bare,0.7,Bare soil,ground,NA,NA
2014,06MAT,F2,1,1,bare,1,Bare soil,ground,NA,NA
2014,06MAT,F2,1,3,bare,1,Bare soil,ground,NA,NA
2014,06MAT,F2,1,4,bare,4,Bare soil,ground,NA,NA
2014,06MAT,F2,1,5,bare,0.5,Bare soil,ground,NA,NA
2014,06MAT,F5,1,1,bare,0.5,Bare soil,ground,NA,NA
2014,06MAT,F5,1,4,bare,1,Bare soil,ground,NA,NA
2014,06MAT,F5,1,7,bare,2.3,Bare soil,ground,NA,NA
2014,06MAT,F5,1,8,bare,1,Bare soil,ground,NA,NA
2014,06MAT,F10,1,1,bare,2.2,Bare soil,ground,NA,NA
2014,06MAT,F10,1,2,bare,0.5,Bare soil,ground,NA,NA
2014,06MAT,F10,1,3,bare,3.4,Bare soil,ground,NA,NA
2014,06MAT,CT,2,3,bare,2.9,Bare soil,ground,NA,NA
2014,06MAT,CT,2,4,bare,4.2,Bare soil,ground,NA,NA
2014,06MAT,CT,2,7,bare,2.1,Bare soil,ground,NA,NA
2014,06MAT,CT,2,8,bare,0.5,Bare soil,ground,NA,NA
2014,06MAT,F2,2,1,bare,0.6,Bare soil,ground,NA,NA
2014,06MAT,F2,2,3,bare,2.2,Bare soil,ground,NA,NA
2014,06MAT,F2,3,1,bare,2.2,Bare soil,ground,NA,NA
2014,06MAT,F10,3,1,bare,1.1,Bare soil,ground,NA,NA
2014,06MAT,F10,3,3,bare,1.1,Bare soil,ground,NA,NA
2014,06MAT,F10,3,6,bare,1,Bare soil,ground,NA,NA
2015,06MAT,CT,1,2,bare,9.4,Bare soil,ground,NA,NA
2015,06MAT,CT,2,3,bare,9.3,Bare soil,ground,NA,NA
2015,06MAT,F10,2,2,bare,0.7,Bare soil,ground,NA,NA
2015,06MAT,CT,3,1,bare,0.8,Bare soil,ground,NA,NA
2015,06MAT,CT,3,3,bare,6.6,Bare soil,ground,NA,NA
2015,06MAT,CT,3,5,bare,6.3,Bare soil,ground,NA,NA
2015,06MAT,F2,3,4,bare,6.6,Bare soil,ground,NA,NA
2016,06MAT,F10,3,5,bare,1.7,Bare soil,ground,NA,NA
2017,06MAT,CT,2,2,bare,0.7,Bare soil,ground,73,51.099999999999994
2017,06MAT,CT,2,6,bare,0.6,Bare soil,ground,78,46.8
2017,06MAT,CT,2,7,bare,1.8,Bare soil,ground,111,199.8
2017,06MAT,CT,2,8,bare,1.7,Bare soil,ground,59,100.3
2017,06MAT,F2,2,8,bare,1.4,Bare soil,ground,71,99.39999999999999
2017,06MAT,F5,2,2,bare,0.9,Bare soil,ground,54,48.6
2017,06MAT,F5,2,8,bare,0.6,Bare soil,ground,77,46.199999999999996
2017,06MAT,CT,3,1,bare,3.4,Bare soil,ground,88,299.2
2017,06MAT,CT,3,3,bare,2.1,Bare soil,ground,97,203.70000000000002
2018,06MAT,F5,1,3,bare,0.9,Bare soil,ground,113,101.7
2019,06MAT,CT,1,5,bare,2.6,Bare soil,ground,77,200.20000000000002
2019,06MAT,F2,1,6,bare,1.8,Bare soil,ground,54.5,98.10000000000001
2019,06MAT,F5,1,3,bare,1.6,Bare soil,ground,61,97.60000000000001
2019,06MAT,F5,1,7,bare,0.8,Bare soil,ground,63,50.400000000000006
2019,06MAT,F5,3,3,bare,0.7,Bare soil,ground,76.5,53.55
2019,06MAT,F5,3,5,bare,4.3,Bare soil,ground,70,301
2019,06MAT,F5,3,6,bare,0.7,Bare soil,ground,70.5,49.349999999999994
2020,06MAT,F5,1,4,bare,2.6,Bare soil,ground,78,202.8
2008,06MAT,CT,1,1,Bet nan,16,Betula nana,deciduous,NA,NA
2008,06MAT,CT,1,2,Bet nan,12.4,Betula nana,deciduous,NA,NA
2008,06MAT,CT,1,3,Bet nan,12.2,Betula nana,deciduous,NA,NA
2008,06MAT,CT,1,4,Bet nan,6.5,Betula nana,deciduous,NA,NA
2008,06MAT,F2,1,1,Bet nan,1.7,Betula nana,deciduous,NA,NA
2008,06MAT,F2,1,2,Bet nan,8.9,Betula nana,deciduous,NA,NA
2008,06MAT,F2,1,3,Bet nan,7.1,Betula nana,deciduous,NA,NA
2008,06MAT,F2,1,4,Bet nan,7.1,Betula nana,deciduous,NA,NA
2008,06MAT,F5,1,1,Bet nan,4.4,Betula nana,deciduous,NA,NA
2008,06MAT,F5,1,2,Bet nan,2,Betula nana,deciduous,NA,NA
2008,06MAT,F5,1,3,Bet nan,5.4,Betula nana,deciduous,NA,NA
2008,06MAT,F5,1,4,Bet nan,8.4,Betula nana,deciduous,NA,NA
2008,06MAT,F10,1,1,Bet nan,4,Betula nana,deciduous,NA,NA
2008,06MAT,F10,1,2,Bet nan,26.5,Betula nana,deciduous,NA,NA
2008,06MAT,F10,1,3,Bet nan,11.7,Betula nana,deciduous,NA,NA
2008,06MAT,F10,1,4,Bet nan,23.5,Betula nana,deciduous,NA,NA
2008,06MAT,CT,2,1,Bet nan,18.6,Betula nana,deciduous,NA,NA
2008,06MAT,CT,2,2,Bet nan,11.6,Betula nana,deciduous,NA,NA
2008,06MAT,CT,2,3,Bet nan,11.2,Betula nana,deciduous,NA,NA
2008,06MAT,CT,2,4,Bet nan,9.1,Betula nana,deciduous,NA,NA
2008,06MAT,F2,2,1,Bet nan,11.4,Betula nana,deciduous,NA,NA
2008,06MAT,F2,2,2,Bet nan,13.1,Betula nana,deciduous,NA,NA
2008,06MAT,F2,2,3,Bet nan,10,Betula nana,deciduous,NA,NA
2008,06MAT,F2,2,4,Bet nan,12.7,Betula nana,deciduous,NA,NA
2008,06MAT,F5,2,1,Bet nan,9.2,Betula nana,deciduous,NA,NA
2008,06MAT,F5,2,2,Bet nan,17.6,Betula nana,deciduous,NA,NA
2008,06MAT,F5,2,3,Bet nan,8.7,Betula nana,deciduous,NA,NA
2008,06MAT,F5,2,4,Bet nan,18.6,Betula nana,deciduous,NA,NA
2008,06MAT,F10,2,1,Bet nan,7.5,Betula nana,deciduous,NA,NA
2008,06MAT,F10,2,2,Bet nan,21.2,Betula nana,deciduous,NA,NA
2008,06MAT,F10,2,3,Bet nan,18.1,Betula nana,deciduous,NA,NA
2008,06MAT,F10,2,4,Bet nan,26,Betula nana,deciduous,NA,NA
2008,06MAT,CT,3,1,Bet nan,8.3,Betula nana,deciduous,NA,NA
2008,06MAT,CT,3,2,Bet nan,13.1,Betula nana,deciduous,NA,NA
2008,06MAT,CT,3,3,Bet nan,11.1,Betula nana,deciduous,NA,NA
2008,06MAT,CT,3,4,Bet nan,3.9,Betula nana,deciduous,NA,NA
2008,06MAT,F2,3,1,Bet nan,13,Betula nana,deciduous,NA,NA
2008,06MAT,F2,3,2,Bet nan,12.7,Betula nana,deciduous,NA,NA
2008,06MAT,F2,3,3,Bet nan,6.9,Betula nana,deciduous,NA,NA
2008,06MAT,F2,3,4,Bet nan,13.5,Betula nana,deciduous,NA,NA
2008,06MAT,F5,3,1,Bet nan,18.3,Betula nana,deciduous,NA,NA
2008,06MAT,F5,3,2,Bet nan,17.2,Betula nana,deciduous,NA,NA
2008,06MAT,F5,3,3,Bet nan,18.9,Betula nana,deciduous,NA,NA
2008,06MAT,F5,3,4,Bet nan,15.6,Betula nana,deciduous,NA,NA
2008,06MAT,F10,3,1,Bet nan,19.2,Betula nana,deciduous,NA,NA
2008,06MAT,F10,3,2,Bet nan,18.8,Betula nana,deciduous,NA,NA
2008,06MAT,F10,3,3,Bet nan,14.2,Betula nana,deciduous,NA,NA
2008,06MAT,F10,3,4,Bet nan,15.2,Betula nana,deciduous,NA,NA
2010,06MAT,CT,1,1,Bet nan,8.1,Betula nana,deciduous,NA,NA
2010,06MAT,CT,1,2,Bet nan,11.7,Betula nana,deciduous,NA,NA
2010,06MAT,CT,1,3,Bet nan,14.8,Betula nana,deciduous,NA,NA
2010,06MAT,CT,1,4,Bet nan,19.7,Betula nana,deciduous,NA,NA
2010,06MAT,CT,1,5,Bet nan,13.6,Betula nana,deciduous,NA,NA
2010,06MAT,CT,1,6,Bet nan,18.7,Betula nana,deciduous,NA,NA
2010,06MAT,CT,1,7,Bet nan,8.2,Betula nana,deciduous,NA,NA
2010,06MAT,CT,1,8,Bet nan,16.6,Betula nana,deciduous,NA,NA
2010,06MAT,F5,1,1,Bet nan,8.5,Betula nana,deciduous,NA,NA
2010,06MAT,F5,1,2,Bet nan,16.8,Betula nana,deciduous,NA,NA
2010,06MAT,F5,1,3,Bet nan,46.3,Betula nana,deciduous,NA,NA
2010,06MAT,F5,1,4,Bet nan,23.7,Betula nana,deciduous,NA,NA
2010,06MAT,F5,1,5,Bet nan,5.6,Betula nana,deciduous,NA,NA
2010,06MAT,F5,1,6,Bet nan,33.9,Betula nana,deciduous,NA,NA
2010,06MAT,F5,1,7,Bet nan,29,Betula nana,deciduous,NA,NA
2010,06MAT,F5,1,8,Bet nan,7.4,Betula nana,deciduous,NA,NA
2010,06MAT,F10,1,1,Bet nan,27,Betula nana,deciduous,NA,NA
2010,06MAT,F10,1,2,Bet nan,21.8,Betula nana,deciduous,NA,NA
2010,06MAT,F10,1,3,Bet nan,26.1,Betula nana,deciduous,NA,NA
2010,06MAT,F10,1,4,Bet nan,20.4,Betula nana,deciduous,NA,NA
2010,06MAT,F10,1,5,Bet nan,12.9,Betula nana,deciduous,NA,NA
2010,06MAT,F10,1,6,Bet nan,35.8,Betula nana,deciduous,NA,NA
2010,06MAT,F10,1,7,Bet nan,22.2,Betula nana,deciduous,NA,NA
2010,06MAT,F10,1,8,Bet nan,41.9,Betula nana,deciduous,NA,NA
2010,06MAT,CT,2,1,Bet nan,13.2,Betula nana,deciduous,NA,NA
2010,06MAT,CT,2,2,Bet nan,17.8,Betula nana,deciduous,NA,NA
2010,06MAT,CT,2,3,Bet nan,18.9,Betula nana,deciduous,NA,NA
2010,06MAT,CT,2,4,Bet nan,21.9,Betula nana,deciduous,NA,NA
2010,06MAT,CT,2,5,Bet nan,9.4,Betula nana,deciduous,NA,NA
2010,06MAT,CT,2,6,Bet nan,2.1,Betula nana,deciduous,NA,NA
2010,06MAT,CT,2,7,Bet nan,6.7,Betula nana,deciduous,NA,NA
2010,06MAT,CT,2,8,Bet nan,16.1,Betula nana,deciduous,NA,NA
2010,06MAT,F5,2,1,Bet nan,22.4,Betula nana,deciduous,NA,NA
2010,06MAT,F5,2,2,Bet nan,26.5,Betula nana,deciduous,NA,NA
2010,06MAT,F5,2,3,Bet nan,17.2,Betula nana,deciduous,NA,NA
2010,06MAT,F5,2,4,Bet nan,16.1,Betula nana,deciduous,NA,NA
2010,06MAT,F5,2,5,Bet nan,21.1,Betula nana,deciduous,NA,NA
2010,06MAT,F5,2,6,Bet nan,22.2,Betula nana,deciduous,NA,NA
2010,06MAT,F5,2,7,Bet nan,21.1,Betula nana,deciduous,NA,NA
2010,06MAT,F5,2,8,Bet nan,14.2,Betula nana,deciduous,NA,NA
2010,06MAT,F10,2,1,Bet nan,37.4,Betula nana,deciduous,NA,NA
2010,06MAT,F10,2,2,Bet nan,29.2,Betula nana,deciduous,NA,NA
2010,06MAT,F10,2,3,Bet nan,39.6,Betula nana,deciduous,NA,NA
2010,06MAT,F10,2,4,Bet nan,26.9,Betula nana,deciduous,NA,NA
2010,06MAT,F10,2,5,Bet nan,41.3,Betula nana,deciduous,NA,NA
2010,06MAT,F10,2,6,Bet nan,32.6,Betula nana,deciduous,NA,NA
2010,06MAT,F10,2,7,Bet nan,51.7,Betula nana,deciduous,NA,NA
2010,06MAT,F10,2,8,Bet nan,37.4,Betula nana,deciduous,NA,NA
2010,06MAT,CT,3,1,Bet nan,9.3,Betula nana,deciduous,NA,NA
2010,06MAT,CT,3,2,Bet nan,18,Betula nana,deciduous,NA,NA
2010,06MAT,CT,3,3,Bet nan,12.1,Betula nana,deciduous,NA,NA
2010,06MAT,CT,3,4,Bet nan,7.5,Betula nana,deciduous,NA,NA
2010,06MAT,CT,3,5,Bet nan,7.4,Betula nana,deciduous,NA,NA
2010,06MAT,CT,3,6,Bet nan,15.1,Betula nana,deciduous,NA,NA
2010,06MAT,CT,3,7,Bet nan,16.9,Betula nana,deciduous,NA,NA
2010,06MAT,CT,3,8,Bet nan,18.8,Betula nana,deciduous,NA,NA
2010,06MAT,F5,3,1,Bet nan,10.5,Betula nana,deciduous,NA,NA
2010,06MAT,F5,3,2,Bet nan,8.7,Betula nana,deciduous,NA,NA
2010,06MAT,F5,3,3,Bet nan,21,Betula nana,deciduous,NA,NA
2010,06MAT,F5,3,4,Bet nan,21.6,Betula nana,deciduous,NA,NA
2010,06MAT,F5,3,5,Bet nan,23.5,Betula nana,deciduous,NA,NA
2010,06MAT,F5,3,6,Bet nan,17.7,Betula nana,deciduous,NA,NA
2010,06MAT,F5,3,7,Bet nan,16.1,Betula nana,deciduous,NA,NA
2010,06MAT,F5,3,8,Bet nan,31.3,Betula nana,deciduous,NA,NA
2010,06MAT,F10,3,1,Bet nan,17.8,Betula nana,deciduous,NA,NA
2010,06MAT,F10,3,2,Bet nan,14.8,Betula nana,deciduous,NA,NA
2010,06MAT,F10,3,3,Bet nan,11.8,Betula nana,deciduous,NA,NA
2010,06MAT,F10,3,4,Bet nan,35.5,Betula nana,deciduous,NA,NA
2010,06MAT,F10,3,5,Bet nan,19.4,Betula nana,deciduous,NA,NA
2010,06MAT,F10,3,6,Bet nan,18.8,Betula nana,deciduous,NA,NA
2010,06MAT,F10,3,7,Bet nan,18.7,Betula nana,deciduous,NA,NA
2010,06MAT,F10,3,8,Bet nan,29.9,Betula nana,deciduous,NA,NA
2011,06MAT,CT,1,1,Bet nan,2.8,Betula nana,deciduous,NA,NA
2011,06MAT,CT,1,2,Bet nan,10.8,Betula nana,deciduous,NA,NA
2011,06MAT,CT,1,3,Bet nan,11.6,Betula nana,deciduous,NA,NA
2011,06MAT,CT,1,4,Bet nan,30,Betula nana,deciduous,NA,NA
2011,06MAT,CT,1,5,Bet nan,21.6,Betula nana,deciduous,NA,NA
2011,06MAT,CT,1,6,Bet nan,20.2,Betula nana,deciduous,NA,NA
2011,06MAT,CT,1,7,Bet nan,13.8,Betula nana,deciduous,NA,NA
2011,06MAT,CT,1,8,Bet nan,9.6,Betula nana,deciduous,NA,NA
2011,06MAT,F5,1,1,Bet nan,17.8,Betula nana,deciduous,NA,NA
2011,06MAT,F5,1,2,Bet nan,12.3,Betula nana,deciduous,NA,NA
2011,06MAT,F5,1,3,Bet nan,33.3,Betula nana,deciduous,NA,NA
2011,06MAT,F5,1,4,Bet nan,31,Betula nana,deciduous,NA,NA
2011,06MAT,F5,1,5,Bet nan,3.5,Betula nana,deciduous,NA,NA
2011,06MAT,F5,1,6,Bet nan,23.6,Betula nana,deciduous,NA,NA
2011,06MAT,F5,1,7,Bet nan,26.5,Betula nana,deciduous,NA,NA
2011,06MAT,F5,1,8,Bet nan,5.8,Betula nana,deciduous,NA,NA
2011,06MAT,F10,1,1,Bet nan,28.8,Betula nana,deciduous,NA,NA
2011,06MAT,F10,1,2,Bet nan,24.8,Betula nana,deciduous,NA,NA
2011,06MAT,F10,1,3,Bet nan,32.5,Betula nana,deciduous,NA,NA
2011,06MAT,F10,1,4,Bet nan,21.6,Betula nana,deciduous,NA,NA
2011,06MAT,F10,1,5,Bet nan,6.2,Betula nana,deciduous,NA,NA
2011,06MAT,F10,1,6,Bet nan,25,Betula nana,deciduous,NA,NA
2011,06MAT,F10,1,7,Bet nan,28.8,Betula nana,deciduous,NA,NA
2011,06MAT,F10,1,8,Bet nan,31.6,Betula nana,deciduous,NA,NA
2011,06MAT,CT,2,1,Bet nan,7.7,Betula nana,deciduous,NA,NA
2011,06MAT,CT,2,2,Bet nan,11.9,Betula nana,deciduous,NA,NA
2011,06MAT,CT,2,3,Bet nan,22.4,Betula nana,deciduous,NA,NA
2011,06MAT,CT,2,4,Bet nan,19.2,Betula nana,deciduous,NA,NA
2011,06MAT,CT,2,5,Bet nan,7.6,Betula nana,deciduous,NA,NA
2011,06MAT,CT,2,6,Bet nan,1.6,Betula nana,deciduous,NA,NA
2011,06MAT,CT,2,7,Bet nan,8.4,Betula nana,deciduous,NA,NA
2011,06MAT,CT,2,8,Bet nan,13.2,Betula nana,deciduous,NA,NA
2011,06MAT,F5,2,1,Bet nan,7,Betula nana,deciduous,NA,NA
2011,06MAT,F5,2,2,Bet nan,14,Betula nana,deciduous,NA,NA
2011,06MAT,F5,2,3,Bet nan,14.9,Betula nana,deciduous,NA,NA
2011,06MAT,F5,2,4,Bet nan,17.3,Betula nana,deciduous,NA,NA
2011,06MAT,F5,2,5,Bet nan,36,Betula nana,deciduous,NA,NA
2011,06MAT,F5,2,6,Bet nan,33.1,Betula nana,deciduous,NA,NA
2011,06MAT,F5,2,7,Bet nan,20.8,Betula nana,deciduous,NA,NA
2011,06MAT,F5,2,8,Bet nan,19.8,Betula nana,deciduous,NA,NA
2011,06MAT,F10,2,1,Bet nan,60,Betula nana,deciduous,NA,NA
2011,06MAT,F10,2,2,Bet nan,31.6,Betula nana,deciduous,NA,NA
2011,06MAT,F10,2,3,Bet nan,43.4,Betula nana,deciduous,NA,NA
2011,06MAT,F10,2,4,Bet nan,28.1,Betula nana,deciduous,NA,NA
2011,06MAT,F10,2,5,Bet nan,50.3,Betula nana,deciduous,NA,NA
2011,06MAT,F10,2,6,Bet nan,32.4,Betula nana,deciduous,NA,NA
2011,06MAT,F10,2,7,Bet nan,60.5,Betula nana,deciduous,NA,NA
2011,06MAT,F10,2,8,Bet nan,61.6,Betula nana,deciduous,NA,NA
2011,06MAT,CT,3,1,Bet nan,4.1,Betula nana,deciduous,NA,NA
2011,06MAT,CT,3,2,Bet nan,10.9,Betula nana,deciduous,NA,NA
2011,06MAT,CT,3,3,Bet nan,22.9,Betula nana,deciduous,NA,NA
2011,06MAT,CT,3,4,Bet nan,21.3,Betula nana,deciduous,NA,NA
2011,06MAT,CT,3,5,Bet nan,23.4,Betula nana,deciduous,NA,NA
2011,06MAT,CT,3,6,Bet nan,14.5,Betula nana,deciduous,NA,NA
2011,06MAT,CT,3,7,Bet nan,13.8,Betula nana,deciduous,NA,NA
2011,06MAT,CT,3,8,Bet nan,16.5,Betula nana,deciduous,NA,NA
2011,06MAT,F5,3,1,Bet nan,10.5,Betula nana,deciduous,NA,NA
2011,06MAT,F5,3,2,Bet nan,6,Betula nana,deciduous,NA,NA
2011,06MAT,F5,3,3,Bet nan,24.1,Betula nana,deciduous,NA,NA
2011,06MAT,F5,3,4,Bet nan,11.7,Betula nana,deciduous,NA,NA
2011,06MAT,F5,3,5,Bet nan,22.6,Betula nana,deciduous,NA,NA
2011,06MAT,F5,3,6,Bet nan,22.8,Betula nana,deciduous,NA,NA
2011,06MAT,F5,3,7,Bet nan,15.5,Betula nana,deciduous,NA,NA
2011,06MAT,F5,3,8,Bet nan,29.3,Betula nana,deciduous,NA,NA
2011,06MAT,F10,3,1,Bet nan,27.9,Betula nana,deciduous,NA,NA
2011,06MAT,F10,3,2,Bet nan,28.6,Betula nana,deciduous,NA,NA
2011,06MAT,F10,3,3,Bet nan,13.3,Betula nana,deciduous,NA,NA
2011,06MAT,F10,3,4,Bet nan,52.3,Betula nana,deciduous,NA,NA
2011,06MAT,F10,3,5,Bet nan,34.2,Betula nana,deciduous,NA,NA
2011,06MAT,F10,3,6,Bet nan,33.9,Betula nana,deciduous,NA,NA
2011,06MAT,F10,3,7,Bet nan,32.3,Betula nana,deciduous,NA,NA
2011,06MAT,F10,3,8,Bet nan,35.7,Betula nana,deciduous,NA,NA
2012,06MAT,CT,1,1,Bet nan,7.5,Betula nana,deciduous,NA,NA
2012,06MAT,CT,1,2,Bet nan,21.6,Betula nana,deciduous,NA,NA
2012,06MAT,CT,1,3,Bet nan,29.6,Betula nana,deciduous,NA,NA
2012,06MAT,CT,1,4,Bet nan,39.7,Betula nana,deciduous,NA,NA
2012,06MAT,CT,1,5,Bet nan,23.3,Betula nana,deciduous,NA,NA
2012,06MAT,CT,1,6,Bet nan,37.3,Betula nana,deciduous,NA,NA
2012,06MAT,CT,1,7,Bet nan,20.9,Betula nana,deciduous,NA,NA
2012,06MAT,CT,1,8,Bet nan,15,Betula nana,deciduous,NA,NA
2012,06MAT,F2,1,1,Bet nan,12.1,Betula nana,deciduous,NA,NA
2012,06MAT,F2,1,2,Bet nan,7,Betula nana,deciduous,NA,NA
2012,06MAT,F2,1,3,Bet nan,8,Betula nana,deciduous,NA,NA
2012,06MAT,F2,1,4,Bet nan,19.7,Betula nana,deciduous,NA,NA
2012,06MAT,F2,1,5,Bet nan,11.5,Betula nana,deciduous,NA,NA
2012,06MAT,F2,1,6,Bet nan,28.2,Betula nana,deciduous,NA,NA
2012,06MAT,F2,1,7,Bet nan,6.1,Betula nana,deciduous,NA,NA
2012,06MAT,F2,1,8,Bet nan,31.3,Betula nana,deciduous,NA,NA
2012,06MAT,F5,1,1,Bet nan,8.6,Betula nana,deciduous,NA,NA
2012,06MAT,F5,1,2,Bet nan,18.8,Betula nana,deciduous,NA,NA
2012,06MAT,F5,1,3,Bet nan,42.5,Betula nana,deciduous,NA,NA
2012,06MAT,F5,1,4,Bet nan,34.4,Betula nana,deciduous,NA,NA
2012,06MAT,F5,1,5,Bet nan,3.7,Betula nana,deciduous,NA,NA
2012,06MAT,F5,1,6,Bet nan,38.3,Betula nana,deciduous,NA,NA
2012,06MAT,F5,1,7,Bet nan,25.9,Betula nana,deciduous,NA,NA
2012,06MAT,F5,1,8,Bet nan,11.7,Betula nana,deciduous,NA,NA
2012,06MAT,F10,1,1,Bet nan,23.3,Betula nana,deciduous,NA,NA
2012,06MAT,F10,1,2,Bet nan,24.6,Betula nana,deciduous,NA,NA
2012,06MAT,F10,1,3,Bet nan,33.6,Betula nana,deciduous,NA,NA
2012,06MAT,F10,1,5,Bet nan,10.1,Betula nana,deciduous,NA,NA
2012,06MAT,F10,1,6,Bet nan,15.5,Betula nana,deciduous,NA,NA
2012,06MAT,F10,1,7,Bet nan,24,Betula nana,deciduous,NA,NA
2012,06MAT,F10,1,8,Bet nan,50.8,Betula nana,deciduous,NA,NA
2012,06MAT,CT,2,1,Bet nan,8.3,Betula nana,deciduous,NA,NA
2012,06MAT,CT,2,2,Bet nan,11,Betula nana,deciduous,NA,NA
2012,06MAT,CT,2,3,Bet nan,8.6,Betula nana,deciduous,NA,NA
2012,06MAT,CT,2,4,Bet nan,33.7,Betula nana,deciduous,NA,NA
2012,06MAT,CT,2,5,Bet nan,10.9,Betula nana,deciduous,NA,NA
2012,06MAT,CT,2,6,Bet nan,3.5,Betula nana,deciduous,NA,NA
2012,06MAT,CT,2,7,Bet nan,8.5,Betula nana,deciduous,NA,NA
2012,06MAT,CT,2,8,Bet nan,19.8,Betula nana,deciduous,NA,NA
2012,06MAT,F2,2,1,Bet nan,10.7,Betula nana,deciduous,NA,NA
2012,06MAT,F2,2,2,Bet nan,26.4,Betula nana,deciduous,NA,NA
